date,price
2015-01-01,300.0
2015-01-02,301.249555511277
2015-01-03,297.4225638381782
2015-01-04,300.3433013278796
2015-01-05,304.0200399302145
2015-01-06,296.73228870437293
2015-01-07,291.9965210813415
2015-01-08,292.5600620975424
2015-01-09,291.489260890418
2015-01-10,291.5200978963696
2015-01-11,288.4953785467942
2015-01-12,291.80211970646644
2015-01-13,294.76918251382693
2015-01-14,295.1081758249964
2015-01-15,299.42421628900087
2015-01-16,301.28868028037056
2015-01-17,298.13913357024984
2015-01-18,299.6225609055629
2015-01-19,296.11865258113215
2015-01-20,299.5091958654906
2015-01-21,299.4158991968533
2015-01-22,298.8142035875317
2015-01-23,296.3557355439891
2015-01-24,301.0512678747715
2015-01-25,300.56112589600406
2015-01-26,299.0384571201863
2015-01-27,297.8092493919144
2015-01-28,299.9084029446992
2015-01-29,301.3880771782264
2015-01-30,303.0555523299256
2015-01-31,304.8017070913504
2015-02-01,313.237318202862
2015-02-02,311.73648163150386
2015-02-03,309.829463793986
2015-02-04,306.76651382856153
2015-02-05,309.2546317523573
2015-02-06,313.784411579287
2015-02-07,313.4337519077037
2015-02-08,310.2320307248414
2015-02-09,307.12366285699494
2015-02-10,309.74972604830697
2015-02-11,312.76315748847384
2015-02-12,315.01075454194984
2015-02-13,312.4797308428657
2015-02-14,313.49456513338123
2015-02-15,314.0554576881197
2015-02-16,315.0219329493958
2015-02-17,318.600732233292
2015-02-18,319.6009528274589
2015-02-19,322.4487350195366
2015-02-20,322.82585815113833
2015-02-21,324.1067903527176
2015-02-22,326.7985760456679
2015-02-23,320.9556746234881
2015-02-24,319.76712927697434
2015-02-25,317.9786784939212
2015-02-26,315.5296602238773
2015-02-27,314.5376181557682
2015-02-28,320.61968283774036
2015-03-01,317.2419226185395
2015-03-02,321.2376739895554
2015-03-03,314.59829174239997
2015-03-04,313.37321681275546
2015-03-05,314.1161501341262
2015-03-06,316.5451830556258
2015-03-07,319.49577911723367
2015-03-08,322.80768996452315
2015-03-09,321.49458357560917
2015-03-10,319.7287792115685
2015-03-11,323.30624850864285
2015-03-12,322.63035760545324
2015-03-13,317.5872512121761
2015-03-14,313.1843425613056
2015-03-15,309.6756382297506
2015-03-16,311.7203645154449
2015-03-17,312.37936863066346
2015-03-18,315.20875460267314
2015-03-19,313.6161278644309
2015-03-20,314.3429501959322
2015-03-21,316.93089282574135
2015-03-22,315.7983277930778
2015-03-23,317.72177996124066
2015-03-24,315.18320450969793
2015-03-25,313.84445068097335
2015-03-26,312.437827720883
2015-03-27,307.8635899282906
2015-03-28,309.8565758626534
2015-03-29,308.127321369453
2015-03-30,308.27367697461295
2015-03-31,310.24498170376734
2015-04-01,312.0943273243365
2015-04-02,314.82155870197977
2015-04-03,314.53100547472764
2015-04-04,312.9573942650038
2015-04-05,312.74249929215904
2015-04-06,306.2614689001331
2015-04-07,300.82381691374445
2015-04-08,295.9462290174295
2015-04-09,292.3439764060152
2015-04-10,293.9134253891172
2015-04-11,290.67178645196225
2015-04-12,289.38205625077734
2015-04-13,294.2512538417197
2015-04-14,293.02647504703515
2015-04-15,295.8558216232963
2015-04-16,292.4890498957657
2015-04-17,291.82561649640314
2015-04-18,288.44508683313387
2015-04-19,287.30683972757816
2015-04-20,290.4568767495313
2015-04-21,284.2944193102933
2015-04-22,285.94545408592666
2015-04-23,286.89426120713506
2015-04-24,284.84512015823054
2015-04-25,279.79143156443797
2015-04-26,280.13472412225093
2015-04-27,278.3605245083652
2015-04-28,279.26636211211905
2015-04-29,279.4319523186807
2015-04-30,285.2188494038074
2015-05-01,284.45032708991414
2015-05-02,280.8950873712786
2015-05-03,281.6196399754168
2015-05-04,282.49095265987825
2015-05-05,287.46127004090175
2015-05-06,290.59397306937717
2015-05-07,291.99615207482526
2015-05-08,297.5237245553744
2015-05-09,293.1939753307412
2015-05-10,290.93264224679245
2015-05-11,287.6474134237596
2015-05-12,286.32908311324394
2015-05-13,281.49498573935534
2015-05-14,283.8466832991531
2015-05-15,283.1429694134728
2015-05-16,278.0327757533335
2015-05-17,274.58513860452126
2015-05-18,275.7593969202288
2015-05-19,278.7751652905443
2015-05-20,285.96788168897876
2015-05-21,296.7553848547584
2015-05-22,298.40353293175144
2015-05-23,294.79999981626156
2015-05-24,287.0778294393617
2015-05-25,288.13919213975606
2015-05-26,285.2936596861618
2015-05-27,283.8947257236543
2015-05-28,281.8032833890626
2015-05-29,281.3931812207045
2015-05-30,285.2883609670277
2015-05-31,285.9441602577266
2015-06-01,285.46384886398704
2015-06-02,281.8527711893796
2015-06-03,276.0558733908354
2015-06-04,274.45679179388645
2015-06-05,274.3579677826664
2015-06-06,280.6266081472577
2015-06-07,281.17682842910574
2015-06-08,284.77020831993264
2015-06-09,283.0743249535957
2015-06-10,278.96827554061224
2015-06-11,275.68425291322643
2015-06-12,273.2635380522484
2015-06-13,280.7796867036155
2015-06-14,277.97725383571765
2015-06-15,281.0185611104799
2015-06-16,277.928078024277
2015-06-17,281.29854558720956
2015-06-18,282.755886005428
2015-06-19,282.2880320938648
2015-06-20,282.2326810527725
2015-06-21,280.00284157905276
2015-06-22,281.67028743832765
2015-06-23,280.1492230547535
2015-06-24,275.94420232381214
2015-06-25,271.6231533544353
2015-06-26,272.30084523662225
2015-06-27,277.8606263400414
2015-06-28,278.50967795650723
2015-06-29,278.18199755687004
2015-06-30,279.2742009101648
2015-07-01,283.99755637317895
2015-07-02,284.8740218187542
2015-07-03,283.49296773187757
2015-07-04,287.56321250210704
2015-07-05,289.21258019948215
2015-07-06,294.9565792314055
2015-07-07,295.73215227331616
2015-07-08,291.2974046170036
2015-07-09,286.41019424826
2015-07-10,292.5226870053236
2015-07-11,299.03954831407856
2015-07-12,298.45869978341557
2015-07-13,297.1156086955447
2015-07-14,302.73300506256476
2015-07-15,298.6347459999457
2015-07-16,295.38104499971007
2015-07-17,297.87943285068684
2015-07-18,296.49629422514096
2015-07-19,296.57129677332927
2015-07-20,296.0552002222992
2015-07-21,297.4114174094138
2015-07-22,302.8284546839523
2015-07-23,303.2705198236005
2015-07-24,305.8379964626907
2015-07-25,298.1340620994186
2015-07-26,298.0457279729528
2015-07-27,294.9897711880333
2015-07-28,290.58686220659035
2015-07-29,287.48087070508825
2015-07-30,286.36414121433035
2015-07-31,289.77969726900966
2015-08-01,285.0679156858148
2015-08-02,285.2684975329104
2015-08-03,283.62369223870087
2015-08-04,282.54490665881417
2015-08-05,286.2279499030156
2015-08-06,288.26655738700504
2015-08-07,293.25797759682064
2015-08-08,292.78061168573925
2015-08-09,290.316866778444
2015-08-10,289.5911425333226
2015-08-11,290.569475946826
2015-08-12,291.3090651489165
2015-08-13,287.4475008687555
2015-08-14,287.8667680883022
2015-08-15,288.7873572703526
2015-08-16,298.1883343100816
2015-08-17,305.42026952820675
2015-08-18,302.25056703753086
2015-08-19,301.25381114803326
2015-08-20,295.8441986947644
2015-08-21,293.7438742034929
2015-08-22,295.0078367019744
2015-08-23,299.6190124295827
2015-08-24,296.973698123501
2015-08-25,294.62977442283307
2015-08-26,286.8569695627473
2015-08-27,286.36058115880587
2015-08-28,282.64285010483604
2015-08-29,280.85295410909447
2015-08-30,277.85552665145616
2015-08-31,277.61385964584224
2015-09-01,271.6198064803029
2015-09-02,266.7302227086123
2015-09-03,274.0693559229603
2015-09-04,269.7454289705668
2015-09-05,266.1281392904396
2015-09-06,272.445423928994
2015-09-07,282.69149553913905
2015-09-08,278.63795573808557
2015-09-09,277.4362699616275
2015-09-10,278.72117372833833
2015-09-11,284.94862710515434
2015-09-12,281.5170848850413
2015-09-13,280.73758953902797
2015-09-14,283.5905241013392
2015-09-15,285.2387015991075
2015-09-16,283.9802570930485
2015-09-17,283.5918815701664
2015-09-18,278.81028521972513
2015-09-19,278.06317120705216
2015-09-20,277.2195012976145
2015-09-21,278.1198516495553
2015-09-22,276.2684773205466
2015-09-23,278.00286631231546
2015-09-24,281.6620377256522
2015-09-25,282.3037419017036
2015-09-26,283.6476403125905
2015-09-27,283.9277826768442
2015-09-28,284.01823477273587
2015-09-29,281.5373516315949
2015-09-30,282.75195800792244
2015-10-01,282.49526919474806
2015-10-02,290.1362692103968
2015-10-03,296.03881435758177
2015-10-04,297.57587820679356
2015-10-05,294.8223844415469
2015-10-06,290.81155541172365
2015-10-07,295.3024048398548
2015-10-08,296.3756453415313
2015-10-09,298.2685992867647
2015-10-10,291.8769073760155
2015-10-11,295.40114618183276
2015-10-12,297.1915464999833
2015-10-13,293.1558026457903
2015-10-14,291.5119568992182
2015-10-15,292.5749895259321
2015-10-16,292.8614083606694
2015-10-17,291.8780089715229
2015-10-18,291.5902514033397
2015-10-19,290.7583215374339
2015-10-20,291.41022408400056
2015-10-21,296.95734109636714
2015-10-22,287.5995609648142
2015-10-23,286.8336774718281
2015-10-24,287.56353713846016
2015-10-25,288.7295591838409
2015-10-26,287.47107476165587
2015-10-27,281.2677582240204
2015-10-28,282.522136516388
2015-10-29,288.8296113960492
2015-10-30,283.39156333751714
2015-10-31,286.5835818110338
2015-11-01,285.4904730636636
2015-11-02,285.3605605522715
2015-11-03,281.68958193927034
2015-11-04,280.59417265194776
2015-11-05,285.31843794636933
2015-11-06,287.5118592692751
2015-11-07,293.9491061745635
2015-11-08,298.43677456420585
2015-11-09,300.18757593497554
2015-11-10,306.9535712711614
2015-11-11,308.7539732709589
2015-11-12,312.0907115087186
2015-11-13,311.0255008373741
2015-11-14,311.3852102434999
2015-11-15,308.75914592330525
2015-11-16,312.73198817516464
2015-11-17,308.22153255611045
2015-11-18,311.3734308418578
2015-11-19,310.7250435817251
2015-11-20,315.44432596941937
2015-11-21,318.5437167793396
2015-11-22,326.0384012782811
2015-11-23,329.1585421675133
2015-11-24,322.8058763506022
2015-11-25,322.63610240329393
2015-11-26,318.00802801303416
2015-11-27,316.0386056341992
2015-11-28,322.21580559951985
2015-11-29,324.91745197007435
2015-11-30,322.17114828203916
2015-12-01,318.18365347326784
2015-12-02,318.416163864382
2015-12-03,313.6725043073648
2015-12-04,311.13016118167326
2015-12-05,312.4547814945894
2015-12-06,317.1366594365701
2015-12-07,319.6798151594139
2015-12-08,310.6819882444575
2015-12-09,311.9746591528384
2015-12-10,312.35706167082117
2015-12-11,314.08980545585086
2015-12-12,320.65274233740917
2015-12-13,312.52417912246824
2015-12-14,310.30388655825215
2015-12-15,312.72189360933857
2015-12-16,306.6495365117535
2015-12-17,312.50428812093946
2015-12-18,314.0576313778124
2015-12-19,317.5260697697954
2015-12-20,315.35032723132065
2015-12-21,318.70123288939686
2015-12-22,323.12299057325527
2015-12-23,324.1753179085133
2015-12-24,325.23731246986824
2015-12-25,326.4505795910941
2015-12-26,323.021506775674
2015-12-27,322.5240409715286
2015-12-28,322.00708104846956
2015-12-29,323.66897295970773
2015-12-30,327.8759602599377
2015-12-31,323.6350610384995
2016-01-01,323.22834397166093
2016-01-02,329.4224819283693
2016-01-03,326.45437385429614
2016-01-04,323.192551284979
2016-01-05,324.12024010135303
2016-01-06,327.6907316069605
2016-01-07,327.8419679428817
2016-01-08,333.48319596829447
2016-01-09,337.20954320220153
2016-01-10,340.91320813452654
2016-01-11,343.4105242914379
2016-01-12,353.7426701140068
2016-01-13,352.94152590370885
2016-01-14,344.2533422292862
2016-01-15,351.3936172274076
2016-01-16,349.48407699824304
2016-01-17,350.07052263211773
2016-01-18,356.0071715863419
2016-01-19,349.00343449132527
2016-01-20,343.65214891801827
2016-01-21,336.8956388403856
2016-01-22,333.64764761463226
2016-01-23,335.6073413956142
2016-01-24,337.93834113485195
2016-01-25,339.2243350979418
2016-01-26,333.3456458535332
2016-01-27,323.88639445550405
2016-01-28,324.21117268655235
2016-01-29,322.39216622301984
2016-01-30,324.36644800566347
2016-01-31,327.3517018600629
2016-02-01,328.0264588726471
2016-02-02,331.28813971802236
2016-02-03,332.35170534138007
2016-02-04,334.684872339036
2016-02-05,331.83200148639094
2016-02-06,331.18707282735903
2016-02-07,332.1145689337919
2016-02-08,335.6722186049881
2016-02-09,334.11723412913904
2016-02-10,336.42508097943255
2016-02-11,335.4066541667649
2016-02-12,335.01665831231537
2016-02-13,338.64375167267866
2016-02-14,330.3510690841954
2016-02-15,325.102129960288
2016-02-16,319.1888897936511
2016-02-17,310.03950328480806
2016-02-18,307.4990048269871
2016-02-19,310.51471478296287
2016-02-20,309.5004509980024
2016-02-21,310.37117825144543
2016-02-22,314.75962154804785
2016-02-23,320.1705986797297
2016-02-24,319.9934026379438
2016-02-25,325.6005809560153
2016-02-26,326.082222395926
2016-02-27,322.76251330820895
2016-02-28,320.45617247568225
2016-02-29,314.633973159989
2016-03-01,311.231808268729
2016-03-02,309.92950635469504
2016-03-03,313.18264562325925
2016-03-04,320.14809163217046
2016-03-05,314.72123700929274
2016-03-06,316.38312698511197
2016-03-07,312.3616794064332
2016-03-08,314.3351667834242
2016-03-09,313.91609930088435
2016-03-10,306.8551971075866
2016-03-11,310.5636488923801
2016-03-12,308.30329933737664
2016-03-13,306.3336863625186
2016-03-14,302.3286990360271
2016-03-15,299.94199283634214
2016-03-16,301.6590698497807
2016-03-17,301.03624645865546
2016-03-18,302.38132606292476
2016-03-19,303.8597168095189
2016-03-20,309.0559629111934
2016-03-21,307.82182674712976
2016-03-22,302.24318200411653
2016-03-23,306.4317731299077
2016-03-24,305.25156276564593
2016-03-25,309.66660090564596
2016-03-26,311.2647373957876
2016-03-27,310.84956410769234
2016-03-28,312.31762599625256
2016-03-29,320.19129374091403
2016-03-30,328.7848434254796
2016-03-31,329.1768505269826
2016-04-01,329.9465982987753
2016-04-02,334.55712083277183
2016-04-03,331.11666071630935
2016-04-04,332.61461755774104
2016-04-05,332.6118299465624
2016-04-06,334.0358980046692
2016-04-07,330.65200123271967
2016-04-08,324.19891378301526
2016-04-09,315.9416620449868
2016-04-10,311.6239980198004
2016-04-11,309.92676306928706
2016-04-12,308.8820889567812
2016-04-13,316.6141670023431
2016-04-14,321.15875373343926
2016-04-15,317.39016211479327
2016-04-16,318.8848250003692
2016-04-17,317.3542773665122
2016-04-18,316.31974610231
2016-04-19,317.15984852069187
2016-04-20,319.7451217655679
2016-04-21,318.48245562736264
2016-04-22,322.88238342471107
2016-04-23,318.37136309380173
2016-04-24,318.49788512798324
2016-04-25,329.1984985578713
2016-04-26,330.2298439400846
2016-04-27,336.353662930801
2016-04-28,336.84863691317497
2016-04-29,339.4301712763994
2016-04-30,339.2951250727048
2016-05-01,338.67496112533905
2016-05-02,335.4717452047072
2016-05-03,337.40246763154016
2016-05-04,333.9080260359247
2016-05-05,336.8267253400443
2016-05-06,341.5723176590779
2016-05-07,343.2622537888821
2016-05-08,342.13514115337597
2016-05-09,344.20681998479694
2016-05-10,342.9796935574423
2016-05-11,347.1564313431867
2016-05-12,339.34571691002253
