date,price
2015-01-01,20000.0
2015-01-02,20303.85548069678
2015-01-03,19261.778481240202
2015-01-04,19998.637583887252
2015-01-05,20963.57439372159
2015-01-06,18995.187727769277
2015-01-07,17783.733888454157
2015-01-08,17893.705196235096
2015-01-09,17605.90011321187
2015-01-10,17586.113818441067
2015-01-11,16841.43892682144
2015-01-12,17599.705459202778
2015-01-13,18298.17664598276
2015-01-14,18354.068648700893
2015-01-15,19421.50804433545
2015-01-16,19878.993924895214
2015-01-17,19031.23439706448
2015-01-18,19382.819095420247
2015-01-19,18463.321479305134
2015-01-20,19293.689964238292
2015-01-21,19239.86234139401
2015-01-22,19056.158404912734
2015-01-23,18408.213002906075
2015-01-24,19572.57669844017
2015-01-25,19415.35226146376
2015-01-26,18995.47201457933
2015-01-27,18656.17135400179
2015-01-28,19158.089961467103
2015-01-29,19508.7669301408
2015-01-30,19913.26199071131
2015-01-31,20344.6809930601
2015-02-01,22657.039943713902
2015-02-02,22191.546953004756
2015-02-03,21620.005435485968
2015-02-04,20745.5340109915
2015-02-05,21393.682376533394
2015-02-06,22639.875185308727
2015-02-07,22503.988280676378
2015-02-08,21565.069781624974
2015-02-09,20681.656343893505
2015-02-10,21365.044615514893
2015-02-11,22174.32014392608
2015-02-12,22783.338323128
2015-02-13,22025.771045743237
2015-02-14,22278.792837135334
2015-02-15,22403.963079507997
2015-02-16,22645.948414661423
2015-02-17,23656.05393976927
2015-02-18,23917.476868770013
2015-02-19,24743.075974714455
2015-02-20,24820.59069096397
2015-02-21,25177.885478573964
2015-02-22,25984.55199222642
2015-02-23,24138.080052622056
2015-02-24,23745.736197215145
2015-02-25,23183.0325244179
2015-02-26,22442.275054056354
2015-02-27,22127.09366794622
2015-02-28,23851.87900122776
2015-03-01,22827.16864333979
2015-03-02,23962.02530702924
2015-03-03,22007.5121342482
2015-03-04,21633.20621014381
2015-03-05,21805.313192232894
2015-03-06,22452.876055082943
2015-03-07,23265.774803844663
2015-03-08,24208.082209317767
2015-03-09,23779.757259804985
2015-03-10,23225.63360442865
2015-03-11,24245.152680276766
2015-03-12,24005.86314867625
2015-03-13,22504.870956569124
2015-03-14,21249.676839038162
2015-03-15,20281.87986765829
